asx code,Date,sector,Market cap (intra-day),Enterprise value,Trailing P/E,Forward P/E,PEG ratio (5-yr expected),Price/sales,Price/book,Enterprise value/revenue,Enterprise value/EBITDA,triangle,flag,reactangle,h&s,double_top,triple_top,mean
FPH,2019-05-10,Health Care Equipment & Services,mid,0.3539369957696376,0.08827322665392882,,,,0.023038334396566724,,,1,0,1,,,,
GMV,2019-05-10,Health Care Equipment & Services,micro,0.004345033375074681,,,,0.012715819926497179,,0.014424631928254888,0.4863359953110118,1,0,1,,,,
GID,2019-05-10,Health Care Equipment & Services,micro,0.0008887001710924406,,,,,,,0.502161330500403,1,0,1,,,,
GLH,2019-05-10,Health Care Equipment & Services,micro,0.0001549720260951287,0.03351643977390335,,,0.00030696258420446235,,0.0003066389431457795,0.5611400102571618,1,0,1,,,,
HLS,2019-05-10,Health Care Equipment & Services,small,0.10922245590360324,1.0000000000000002,,,0.0004120867568772235,0.000985907324711477,0.0005418688173398022,0.5590885779177962,1,0,1,,,,
HLA,2019-05-10,Health Care Equipment & Services,micro,0.003110658336123938,0.0,,,0.0002901427165768206,0.0016093487212202051,0.0003948501459685379,0.5446552861015459,1,0,1,,,,
HSO,2019-05-10,Health Care Equipment & Services,mid,0.22763271712910374,0.0179921980734018,,,0.0007022294734540439,0.002029809197935394,0.0008905130951630857,0.564803282291743,1,0,1,,,,
ICS,2019-05-10,Health Care Equipment & Services,micro,0.0003481677154630506,0.0129925961308813,,,0.0008704281497304619,0.0025227628602911326,0.0006720853548400647,0.5579163308667302,1,0,1,,,,
IBX,2019-05-10,Health Care Equipment & Services,micro,0.0001088543454073022,,,,0.008346859310217229,0.002377776489010033,0.004166929200008401,0.5114294087478937,1,0,1,,,,
IPD,2019-05-10,Health Care Equipment & Services,micro,0.0021612988733159776,,,,0.0070180897676335304,0.004248100678536218,0.004313947871379666,0.5061542970180966,1,0,1,,,,
IHL,2019-05-10,Health Care Equipment & Services,micro,0.00036977239470419455,,,,0.004558184127090921,0.031491039842254834,0.00353684917984584,0.5003663272034581,1,0,1,,,,
IDX,2019-05-10,Health Care Equipment & Services,small,0.02501655666284153,0.03389857495422339,,,0.0009335026533341183,0.005349997100272575,0.001121542435889358,0.5619092973844237,1,0,1,,,,
JHC,2019-05-10,Health Care Equipment & Services,small,0.02190132810610889,0.021319958602022133,,,0.00038685695543576076,0.0006669373078930579,0.0005124650830655493,0.5631914425965272,1,0,1,,,,
JHL,2019-05-10,Health Care Equipment & Services,micro,0.0002987262379688942,,,,0.000294347683483731,0.001348373252914226,0.0004284544137105413,0.45259725987251814,1,0,1,,,,
KKT,2019-05-10,Health Care Equipment & Services,micro,0.0013735590302158059,0.02077860042990208,,,2.94347683483731e-05,0.000594444122252508,6.300800201625609e-05,0.5282438273866217,1,0,1,,,,
LBT,2019-05-10,Health Care Equipment & Services,micro,0.0004084115325777789,,,,0.0010512417267276107,0.0004639563880995186,0.0006552832209690631,0.49531101179573594,1,0,1,,,,
LSH,2019-05-10,Health Care Equipment & Services,micro,5.318074890127742e-05,,,,0.00521836393147586,0.0021168010207040537,0.0026127318169407517,0.5083522602388454,1,0,1,,,,
M7T,2019-05-10,Health Care Equipment & Services,micro,0.0013831149460340041,,,,0.0018165457037853114,0.0037116511047961486,0.0016592107197614095,0.49303978313429553,1,0,1,,,,
MDR,2019-05-10,Health Care Equipment & Services,micro,0.002856387880439705,,,,0.004465674855138891,0.008771675462506526,0.003982105727427383,0.47534617920726796,1,0,1,,,,
MX1,2019-05-10,Health Care Equipment & Services,micro,0.001820609700667169,,,,0.010609131506135048,,0.01061894860647302,0.49989010183896254,1,0,1,,,,
MVF,2019-05-10,Health Care Equipment & Services,micro,0.013954545416775035,0.011368521614521137,,,0.0006433599367572978,0.001725337818245085,0.0008569088274210825,0.546596820279874,1,0,1,,,,
NAN,2019-05-10,Health Care Equipment & Services,small,0.053964333998369675,0.1979778680041398,,,0.008002052023850573,0.01909470509772081,0.00758616344275723,1.0,1,0,1,,,,
NVL,2019-05-10,Health Care Equipment & Services,micro,0.007409158555910001,0.026176259851922623,,,0.0005466456978983575,0.0019283187380386246,0.0007014890891143176,0.5572569419005056,1,0,1,,,,
NTI,2019-05-10,Health Care Equipment & Services,micro,1.7449933233231648e-05,,,,0.004251221542886458,0.00047845502522762855,0.0034570390439585827,0.5113927760275478,1,0,1,,,,
NXS,2019-05-10,Health Care Equipment & Services,small,0.012678622917745169,,,,0.05476128402869471,1.0,0.04514313317791359,0.4303245659022639,1,0,1,,,,
NHL,2019-05-10,Health Care Equipment & Services,micro,0.0001794850275418113,,,,0.0033976132607836385,0.003030215159774981,0.0021296704681494547,0.5083888929591911,1,0,1,,,,
ONE,2019-05-10,Health Care Equipment & Services,micro,0.0006481403772343185,,,,,0.0007394304935336078,,,1,0,1,,,,
OIL,2019-05-10,Health Care Equipment & Services,micro,0.0008085135731397332,,,,0.004650693399042951,0.013222757060836282,0.0046793942830739505,0.48567660634478715,1,0,1,,,,
OSP,2019-05-10,Health Care Equipment & Services,micro,0.0009663939214404006,,,,0.009335026533341182,0.002783738328597112,0.003998907861298385,0.5079493003150414,1,0,1,,,,
OVN,2019-05-10,Health Care Equipment & Services,micro,,,,,0.03560345480081072,,,,1,0,1,,,,
PSQ,2019-05-10,Health Care Equipment & Services,micro,0.008578304082536521,0.031717219966563175,,,0.0007022294734540439,0.0069593458214927805,0.000684686955243316,0.5534105062641952,1,0,1,,,,
PGC,2019-05-10,Health Care Equipment & Services,micro,0.008429979650054053,0.038293129527903834,,,0.00022706821297316393,0.000594444122252508,0.00032764161048453157,0.5518352992893252,1,0,1,,,,
PNV,2019-05-10,Health Care Equipment & Services,small,0.02692192318207011,,,,0.03267259286669414,0.0356666473351505,0.03139478713796652,0.0,1,0,1,,,,
PME,2019-05-10,Health Care Equipment & Services,small,0.08138565765059085,0.1550035825173155,,,0.017694500744279144,0.067114191266021,0.018045491777455736,0.8064693384130706,1,0,1,,,,
RHC,2019-05-10,Health Care Equipment & Services,large,0.7768901393751095,0.04173234615078417,,,0.00048777616120161145,0.007988749057588587,0.0007140906895175687,0.5665250201479962,1,0,1,,,,
REG,2019-05-10,Health Care Equipment & Services,small,0.05271791019599598,0.020651222036462066,,,0.0005929003338743725,0.0073943049353360785,0.0007854997584693256,0.5537035680269616,1,0,1,,,,
RAP,2019-05-10,Health Care Equipment & Services,micro,0.00470940459996859,,,,1.0,0.017992808675984455,1.0,0.44952011136346987,1,0,1,,,,
RMD,2019-05-10,Health Care Equipment & Services,large,1.0,0.0728445187485073,,,0.003696165911174279,0.016020994026561503,0.003923298258878877,0.6293135028207195,1,0,1,,,,
RHT,2019-05-10,Health Care Equipment & Services,micro,0.0022049237063990566,0.05951755433484595,,,0.006698512282708336,0.01409267528852288,0.006578035410497133,0.7614477251080665,1,0,1,,,,
RSH,2019-05-10,Health Care Equipment & Services,micro,0.002278047236138313,,,,0.024813509717678525,0.05516731427245839,0.022913910066578454,0.4759689354531468,1,0,1,,,,
RHY,2019-05-10,Health Care Equipment & Services,micro,0.00046159228147905635,,,,0.026815073965367895,0.0034361769993620597,0.018045491777455736,0.4960070334823064,1,0,1,,,,
SDI,2019-05-10,Health Care Equipment & Services,micro,0.004367469003517407,0.013040363028421305,,,0.0005256208633638054,0.0017833323667575248,0.0004914624157267974,0.5428602828046011,1,0,1,,,,
SIG,2019-05-10,Health Care Equipment & Services,small,0.03106337400275709,0.014409680757901442,,,0.0,0.0010728991474801368,0.0,0.551688768407942,1,0,1,,,,
SIL,2019-05-10,Health Care Equipment & Services,micro,0.0010710935208397905,,,,0.00010091920576585063,0.0,0.0003906496125007877,0.4985713239065133,1,0,1,,,,
SHL,2019-05-10,Health Care Equipment & Services,large,0.5907575182206386,0.028612371626462865,,,0.0008536082821028201,0.0031607028939279708,0.0009535210971793418,0.569125943292549,1,0,1,,,,
SNZ,2019-05-10,Health Care Equipment & Services,small,0.050225062591248607,0.0035188281187803535,,,,0.0025807574088035725,,,1,0,1,,,,
TTB,2019-05-10,Health Care Equipment & Services,micro,0.0003685259709018208,,,,0.002905632132675116,0.0007394304935336078,0.0014995904479868942,0.5069602168657045,1,0,1,,,,
VRT,2019-05-10,Health Care Equipment & Services,small,0.020443012257331673,0.008152217180160815,,,0.0004415215252255965,0.0012178855187612366,0.0006888874887110663,0.5443622243387793,1,0,1,,,,
VTI,2019-05-10,Health Care Equipment & Services,micro,0.0003423510710519734,,,,0.00170721656420564,0.002406773763266253,0.0011173419024216075,0.5109898161037438,1,0,1,,,,
VHT,2019-05-10,Health Care Equipment & Services,micro,0.012682777663753081,,,,,0.02989618975816273,,,1,0,1,,,,
